AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR
0-19|1.1|1.3|1.2|Benign/Borderline|1018|83213818|Male and Female|Tumors of Sellar Region|2019
0-19|~|~|~|Malignant|~|83213818|Male and Female|Tumors of Sellar Region|2019
0-19|1.0|1.2|1.1|Benign/Borderline|932|82873432|Male and Female|Tumors of Sellar Region|2020
0-19|~|~|~|Malignant|~|82873432|Male and Female|Tumors of Sellar Region|2020
0-19|1.1|1.3|1.2|Benign/Borderline|1010|82201873|Male and Female|Tumors of Sellar Region|2021
0-19|~|~|~|Malignant|~|82201873|Male and Female|Tumors of Sellar Region|2021
0-19|1.0|1.1|1.0|Benign/Borderline|866|81903660|Male and Female|Tumors of Sellar Region|2022
0-19|~|~|~|Malignant|~|81903660|Male and Female|Tumors of Sellar Region|2022
0-19|0.2|0.2|0.2|Benign/Borderline|153|81754354|Male and Female|Tumors of the Meninges|2004
0-19|0.0|0.0|0.0|Malignant|20|81754354|Male and Female|Tumors of the Meninges|2004
0-19|0.2|0.3|0.2|Benign/Borderline|197|82005260|Male and Female|Tumors of the Meninges|2005
0-19|0.0|0.0|0.0|Malignant|20|82005260|Male and Female|Tumors of the Meninges|2005
0-19|0.2|0.2|0.2|Benign/Borderline|165|82324418|Male and Female|Tumors of the Meninges|2006
0-19|0.0|0.0|0.0|Malignant|17|82324418|Male and Female|Tumors of the Meninges|2006
0-19|0.2|0.2|0.2|Benign/Borderline|182|82749431|Male and Female|Tumors of the Meninges|2007
0-19|0.0|0.0|0.0|Malignant|17|82749431|Male and Female|Tumors of the Meninges|2007
0-19|0.2|0.3|0.2|Benign/Borderline|184|83118264|Male and Female|Tumors of the Meninges|2008
0-19|~|~|~|Malignant|~|83118264|Male and Female|Tumors of the Meninges|2008
0-19|0.2|0.3|0.2|Benign/Borderline|209|83280391|Male and Female|Tumors of the Meninges|2009
0-19|0.0|0.0|0.0|Malignant|21|83280391|Male and Female|Tumors of the Meninges|2009
0-19|0.2|0.3|0.2|Benign/Borderline|196|83224734|Male and Female|Tumors of the Meninges|2010
0-19|0.0|0.0|0.0|Malignant|21|83224734|Male and Female|Tumors of the Meninges|2010
0-19|0.2|0.3|0.3|Benign/Borderline|237|83041095|Male and Female|Tumors of the Meninges|2011
0-19|0.0|0.0|0.0|Malignant|16|83041095|Male and Female|Tumors of the Meninges|2011
0-19|0.3|0.4|0.3|Benign/Borderline|269|82866386|Male and Female|Tumors of the Meninges|2012
0-19|0.0|0.0|0.0|Malignant|20|82866386|Male and Female|Tumors of the Meninges|2012
0-19|0.3|0.3|0.3|Benign/Borderline|252|82797930|Male and Female|Tumors of the Meninges|2013
0-19|0.0|0.0|0.0|Malignant|22|82797930|Male and Female|Tumors of the Meninges|2013
0-19|0.3|0.4|0.3|Benign/Borderline|271|82828260|Male and Female|Tumors of the Meninges|2014
0-19|0.0|0.0|0.0|Malignant|18|82828260|Male and Female|Tumors of the Meninges|2014
0-19|0.3|0.4|0.3|Benign/Borderline|263|82974459|Male and Female|Tumors of the Meninges|2015
0-19|0.0|0.0|0.0|Malignant|22|82974459|Male and Female|Tumors of the Meninges|2015
0-19|0.3|0.4|0.3|Benign/Borderline|269|83184415|Male and Female|Tumors of the Meninges|2016
0-19|0.0|0.0|0.0|Malignant|22|83184415|Male and Female|Tumors of the Meninges|2016
0-19|0.3|0.4|0.3|Benign/Borderline|267|83308218|Male and Female|Tumors of the Meninges|2017
0-19|0.0|0.0|0.0|Malignant|17|83308218|Male and Female|Tumors of the Meninges|2017
0-19|0.3|0.4|0.4|Benign/Borderline|299|83321994|Male and Female|Tumors of the Meninges|2018
0-19|0.0|0.0|0.0|Malignant|16|83321994|Male and Female|Tumors of the Meninges|2018
0-19|0.3|0.3|0.3|Benign/Borderline|1288|413514777|Male and Female|Tumors of the Meninges|2018-2022
0-19|0.0|0.0|0.0|Malignant|104|413514777|Male and Female|Tumors of the Meninges|2018-2022
0-19|0.2|0.3|0.3|Benign/Borderline|239|83213818|Male and Female|Tumors of the Meninges|2019
0-19|~|~|~|Malignant|~|83213818|Male and Female|Tumors of the Meninges|2019
0-19|0.3|0.3|0.3|Benign/Borderline|243|82873432|Male and Female|Tumors of the Meninges|2020
0-19|0.0|0.1|0.0|Malignant|29|82873432|Male and Female|Tumors of the Meninges|2020
0-19|0.3|0.4|0.3|Benign/Borderline|270|82201873|Male and Female|Tumors of the Meninges|2021
0-19|0.0|0.0|0.0|Malignant|28|82201873|Male and Female|Tumors of the Meninges|2021
0-19|0.3|0.3|0.3|Benign/Borderline|237|81903660|Male and Female|Tumors of the Meninges|2022
0-19|0.0|0.0|0.0|Malignant|16|81903660|Male and Female|Tumors of the Meninges|2022
0-19|0.1|0.2|0.1|Benign/Borderline|115|81754354|Male and Female|Unclassified Tumors|2004
0-19|0.0|0.1|0.1|Malignant|43|81754354|Male and Female|Unclassified Tumors|2004
0-19|0.2|0.2|0.2|Benign/Borderline|165|82005260|Male and Female|Unclassified Tumors|2005
0-19|0.0|0.1|0.0|Malignant|38|82005260|Male and Female|Unclassified Tumors|2005
0-19|0.2|0.3|0.2|Benign/Borderline|179|82324418|Male and Female|Unclassified Tumors|2006
0-19|0.0|0.1|0.1|Malignant|52|82324418|Male and Female|Unclassified Tumors|2006
0-19|0.2|0.3|0.2|Benign/Borderline|208|82749431|Male and Female|Unclassified Tumors|2007
0-19|0.0|0.1|0.0|Malignant|41|82749431|Male and Female|Unclassified Tumors|2007
0-19|0.2|0.3|0.3|Benign/Borderline|228|83118264|Male and Female|Unclassified Tumors|2008
0-19|0.0|0.1|0.0|Malignant|35|83118264|Male and Female|Unclassified Tumors|2008
0-19|0.3|0.4|0.3|Benign/Borderline|269|83280391|Male and Female|Unclassified Tumors|2009
0-19|0.0|0.1|0.0|Malignant|38|83280391|Male and Female|Unclassified Tumors|2009
0-19|0.3|0.4|0.3|Benign/Borderline|277|83224734|Male and Female|Unclassified Tumors|2010
0-19|0.0|0.0|0.0|Malignant|27|83224734|Male and Female|Unclassified Tumors|2010
0-19|0.3|0.4|0.3|Benign/Borderline|292|83041095|Male and Female|Unclassified Tumors|2011
0-19|0.0|0.1|0.0|Malignant|34|83041095|Male and Female|Unclassified Tumors|2011
0-19|0.3|0.4|0.3|Benign/Borderline|275|82866386|Male and Female|Unclassified Tumors|2012
0-19|0.1|0.1|0.1|Malignant|55|82866386|Male and Female|Unclassified Tumors|2012
0-19|0.3|0.4|0.3|Benign/Borderline|278|82797930|Male and Female|Unclassified Tumors|2013
0-19|0.0|0.1|0.1|Malignant|45|82797930|Male and Female|Unclassified Tumors|2013
0-19|0.3|0.4|0.3|Benign/Borderline|281|82828260|Male and Female|Unclassified Tumors|2014
0-19|0.0|0.1|0.1|Malignant|45|82828260|Male and Female|Unclassified Tumors|2014
0-19|0.3|0.4|0.3|Benign/Borderline|282|82974459|Male and Female|Unclassified Tumors|2015
0-19|0.0|0.1|0.0|Malignant|38|82974459|Male and Female|Unclassified Tumors|2015
0-19|0.3|0.4|0.3|Benign/Borderline|272|83184415|Male and Female|Unclassified Tumors|2016
0-19|0.0|0.1|0.1|Malignant|46|83184415|Male and Female|Unclassified Tumors|2016
0-19|0.3|0.3|0.3|Benign/Borderline|254|83308218|Male and Female|Unclassified Tumors|2017
0-19|0.0|0.1|0.1|Malignant|50|83308218|Male and Female|Unclassified Tumors|2017
0-19|0.3|0.4|0.3|Benign/Borderline|265|83321994|Male and Female|Unclassified Tumors|2018
0-19|0.0|0.1|0.1|Malignant|48|83321994|Male and Female|Unclassified Tumors|2018
0-19|0.3|0.3|0.3|Benign/Borderline|1111|413514777|Male and Female|Unclassified Tumors|2018-2022
0-19|0.1|0.1|0.1|Malignant|240|413514777|Male and Female|Unclassified Tumors|2018-2022
0-19|0.2|0.3|0.2|Benign/Borderline|207|83213818|Male and Female|Unclassified Tumors|2019
0-19|0.0|0.1|0.0|Malignant|37|83213818|Male and Female|Unclassified Tumors|2019
0-19|0.2|0.3|0.3|Benign/Borderline|219|82873432|Male and Female|Unclassified Tumors|2020
0-19|0.0|0.1|0.1|Malignant|53|82873432|Male and Female|Unclassified Tumors|2020
0-19|0.2|0.3|0.3|Benign/Borderline|225|82201873|Male and Female|Unclassified Tumors|2021
0-19|0.0|0.1|0.1|Malignant|49|82201873|Male and Female|Unclassified Tumors|2021
0-19|0.2|0.3|0.2|Benign/Borderline|195|81903660|Male and Female|Unclassified Tumors|2022
0-19|0.0|0.1|0.1|Malignant|53|81903660|Male and Female|Unclassified Tumors|2022
0-19|0.1|0.1|0.1|Benign/Borderline|56|81754354|Male and Female|Unique astrocytoma variants|2004
0-19|0.0|0.1|0.0|Malignant|32|81754354|Male and Female|Unique astrocytoma variants|2004
0-19|0.1|0.1|0.1|Benign/Borderline|63|82005260|Male and Female|Unique astrocytoma variants|2005
0-19|0.0|0.1|0.0|Malignant|31|82005260|Male and Female|Unique astrocytoma variants|2005
0-19|0.0|0.1|0.1|Benign/Borderline|50|82324418|Male and Female|Unique astrocytoma variants|2006
0-19|0.0|0.1|0.0|Malignant|37|82324418|Male and Female|Unique astrocytoma variants|2006
0-19|0.1|0.1|0.1|Benign/Borderline|68|82749431|Male and Female|Unique astrocytoma variants|2007
0-19|0.1|0.1|0.1|Malignant|58|82749431|Male and Female|Unique astrocytoma variants|2007
0-19|0.1|0.1|0.1|Benign/Borderline|70|83118264|Male and Female|Unique astrocytoma variants|2008
0-19|0.0|0.1|0.0|Malignant|32|83118264|Male and Female|Unique astrocytoma variants|2008
0-19|0.1|0.1|0.1|Benign/Borderline|82|83280391|Male and Female|Unique astrocytoma variants|2009
0-19|0.0|0.1|0.1|Malignant|45|83280391|Male and Female|Unique astrocytoma variants|2009
0-19|0.1|0.1|0.1|Benign/Borderline|67|83224734|Male and Female|Unique astrocytoma variants|2010
0-19|0.0|0.0|0.0|Malignant|27|83224734|Male and Female|Unique astrocytoma variants|2010
0-19|0.1|0.1|0.1|Benign/Borderline|71|83041095|Male and Female|Unique astrocytoma variants|2011
0-19|0.0|0.1|0.1|Malignant|53|83041095|Male and Female|Unique astrocytoma variants|2011
0-19|0.1|0.1|0.1|Benign/Borderline|80|82866386|Male and Female|Unique astrocytoma variants|2012
0-19|0.0|0.1|0.1|Malignant|45|82866386|Male and Female|Unique astrocytoma variants|2012
0-19|0.1|0.1|0.1|Benign/Borderline|78|82797930|Male and Female|Unique astrocytoma variants|2013
0-19|0.0|0.1|0.1|Malignant|44|82797930|Male and Female|Unique astrocytoma variants|2013
0-19|0.1|0.1|0.1|Benign/Borderline|97|82828260|Male and Female|Unique astrocytoma variants|2014
0-19|0.0|0.1|0.1|Malignant|42|82828260|Male and Female|Unique astrocytoma variants|2014
0-19|0.0|0.1|0.1|Benign/Borderline|54|82974459|Male and Female|Unique astrocytoma variants|2015
0-19|0.0|0.1|0.1|Malignant|53|82974459|Male and Female|Unique astrocytoma variants|2015
0-19|0.1|0.1|0.1|Benign/Borderline|63|83184415|Male and Female|Unique astrocytoma variants|2016
0-19|0.0|0.1|0.1|Malignant|50|83184415|Male and Female|Unique astrocytoma variants|2016
0-19|0.1|0.1|0.1|Benign/Borderline|63|83308218|Male and Female|Unique astrocytoma variants|2017
0-19|0.0|0.1|0.1|Malignant|43|83308218|Male and Female|Unique astrocytoma variants|2017
0-19|0.1|0.1|0.1|Benign/Borderline|66|83321994|Male and Female|Unique astrocytoma variants|2018
0-19|0.0|0.1|0.1|Malignant|46|83321994|Male and Female|Unique astrocytoma variants|2018
0-19|0.1|0.1|0.1|Benign/Borderline|299|413514777|Male and Female|Unique astrocytoma variants|2018-2022
0-19|0.0|0.1|0.1|Malignant|213|413514777|Male and Female|Unique astrocytoma variants|2018-2022
0-19|0.1|0.1|0.1|Benign/Borderline|67|83213818|Male and Female|Unique astrocytoma variants|2019
0-19|0.0|0.1|0.1|Malignant|43|83213818|Male and Female|Unique astrocytoma variants|2019
0-19|0.0|0.1|0.1|Benign/Borderline|49|82873432|Male and Female|Unique astrocytoma variants|2020
0-19|0.0|0.1|0.0|Malignant|38|82873432|Male and Female|Unique astrocytoma variants|2020
0-19|0.1|0.1|0.1|Benign/Borderline|55|82201873|Male and Female|Unique astrocytoma variants|2021
0-19|0.0|0.1|0.1|Malignant|45|82201873|Male and Female|Unique astrocytoma variants|2021
0-19|0.1|0.1|0.1|Benign/Borderline|62|81903660|Male and Female|Unique astrocytoma variants|2022
0-19|0.0|0.1|0.0|Malignant|41|81903660|Male and Female|Unique astrocytoma variants|2022
20+|~|~|~|Benign/Borderline|~|109112165|Female|All other|2004
20+|~|~|~|Malignant|~|109112165|Female|All other|2004
20+|0.0|0.0|0.0|Benign/Borderline|19|110320645|Female|All other|2005
20+|~|~|~|Malignant|~|110320645|Female|All other|2005
20+|0.0|0.0|0.0|Benign/Borderline|23|111567226|Female|All other|2006
20+|~|~|~|Malignant|~|111567226|Female|All other|2006
20+|0.0|0.0|0.0|Benign/Borderline|19|112783993|Female|All other|2007
20+|~|~|~|Malignant|~|112783993|Female|All other|2007
20+|~|~|~|Benign/Borderline|~|114027722|Female|All other|2008
20+|~|~|~|Malignant|~|114027722|Female|All other|2008
20+|0.0|0.0|0.0|Benign/Borderline|19|115293599|Female|All other|2009
20+|~|~|~|Malignant|~|115293599|Female|All other|2009
20+|0.0|0.0|0.0|Benign/Borderline|23|116601739|Female|All other|2010
20+|0.0|0.0|0.0|Malignant|19|116601739|Female|All other|2010
20+|~|~|~|Benign/Borderline|~|117835225|Female|All other|2011
20+|0.0|0.0|0.0|Malignant|21|117835225|Female|All other|2011
20+|0.0|0.0|0.0|Benign/Borderline|20|119037075|Female|All other|2012
20+|~|~|~|Malignant|~|119037075|Female|All other|2012
20+|~|~|~|Benign/Borderline|~|120135849|Female|All other|2013
20+|0.0|0.0|0.0|Malignant|23|120135849|Female|All other|2013
20+|0.0|0.0|0.0|Benign/Borderline|17|121272811|Female|All other|2014
20+|0.0|0.0|0.0|Malignant|21|121272811|Female|All other|2014
20+|0.0|0.0|0.0|Benign/Borderline|21|122354244|Female|All other|2015
20+|0.0|0.0|0.0|Malignant|27|122354244|Female|All other|2015
20+|0.0|0.0|0.0|Benign/Borderline|32|123412348|Female|All other|2016
20+|0.0|0.0|0.0|Malignant|26|123412348|Female|All other|2016
20+|0.0|0.0|0.0|Benign/Borderline|33|124381798|Female|All other|2017
20+|0.0|0.0|0.0|Malignant|32|124381798|Female|All other|2017
20+|0.0|0.1|0.0|Benign/Borderline|50|125251791|Female|All other|2018
20+|0.1|0.2|0.1|Malignant|175|125251791|Female|All other|2018
20+|0.0|0.0|0.0|Benign/Borderline|272|633928705|Female|All other|2018-2022
20+|0.2|0.2|0.2|Malignant|1014|633928705|Female|All other|2018-2022
20+|0.0|0.0|0.0|Benign/Borderline|47|126069751|Female|All other|2019
20+|0.2|0.2|0.2|Malignant|220|126069751|Female|All other|2019
20+|0.0|0.0|0.0|Benign/Borderline|43|126826793|Female|All other|2020
20+|0.1|0.2|0.2|Malignant|215|126826793|Female|All other|2020
20+|0.0|0.1|0.0|Benign/Borderline|56|127478443|Female|All other|2021
20+|0.1|0.2|0.1|Malignant|195|127478443|Female|All other|2021
20+|0.0|0.1|0.1|Benign/Borderline|76|128301927|Female|All other|2022
20+|0.1|0.2|0.2|Malignant|209|128301927|Female|All other|2022
20+|~|~|~|Benign/Borderline|~|109112165|Female|Anaplastic astrocytoma|2004
20+|0.5|0.6|0.5|Malignant|566|109112165|Female|Anaplastic astrocytoma|2004
20+|~|~|~|Benign/Borderline|~|110320645|Female|Anaplastic astrocytoma|2005
20+|0.4|0.5|0.5|Malignant|514|110320645|Female|Anaplastic astrocytoma|2005
20+|~|~|~|Benign/Borderline|~|111567226|Female|Anaplastic astrocytoma|2006
20+|0.4|0.5|0.4|Malignant|512|111567226|Female|Anaplastic astrocytoma|2006
20+|~|~|~|Benign/Borderline|~|112783993|Female|Anaplastic astrocytoma|2007
20+|0.4|0.5|0.5|Malignant|532|112783993|Female|Anaplastic astrocytoma|2007
20+|~|~|~|Benign/Borderline|~|114027722|Female|Anaplastic astrocytoma|2008
20+|0.4|0.5|0.4|Malignant|506|114027722|Female|Anaplastic astrocytoma|2008
20+|~|~|~|Benign/Borderline|~|115293599|Female|Anaplastic astrocytoma|2009
20+|0.4|0.5|0.4|Malignant|500|115293599|Female|Anaplastic astrocytoma|2009
20+|~|~|~|Benign/Borderline|~|116601739|Female|Anaplastic astrocytoma|2010
20+|0.4|0.5|0.5|Malignant|573|116601739|Female|Anaplastic astrocytoma|2010
20+|~|~|~|Benign/Borderline|~|117835225|Female|Anaplastic astrocytoma|2011
20+|0.4|0.5|0.5|Malignant|572|117835225|Female|Anaplastic astrocytoma|2011
20+|~|~|~|Benign/Borderline|~|119037075|Female|Anaplastic astrocytoma|2012
20+|0.4|0.5|0.5|Malignant|592|119037075|Female|Anaplastic astrocytoma|2012
20+|~|~|~|Benign/Borderline|~|120135849|Female|Anaplastic astrocytoma|2013
20+|0.5|0.6|0.5|Malignant|639|120135849|Female|Anaplastic astrocytoma|2013
20+|~|~|~|Benign/Borderline|~|121272811|Female|Anaplastic astrocytoma|2014
20+|0.5|0.5|0.5|Malignant|618|121272811|Female|Anaplastic astrocytoma|2014
20+|~|~|~|Benign/Borderline|~|122354244|Female|Anaplastic astrocytoma|2015
20+|0.5|0.6|0.6|Malignant|706|122354244|Female|Anaplastic astrocytoma|2015
20+|~|~|~|Benign/Borderline|~|123412348|Female|Anaplastic astrocytoma|2016
20+|0.5|0.5|0.5|Malignant|642|123412348|Female|Anaplastic astrocytoma|2016
20+|~|~|~|Benign/Borderline|~|124381798|Female|Anaplastic astrocytoma|2017
20+|0.5|0.6|0.5|Malignant|674|124381798|Female|Anaplastic astrocytoma|2017
20+|~|~|~|Benign/Borderline|~|125251791|Female|Anaplastic astrocytoma|2018
20+|0.4|0.5|0.5|Malignant|631|125251791|Female|Anaplastic astrocytoma|2018
20+|~|~|~|Benign/Borderline|~|633928705|Female|Anaplastic astrocytoma|2018-2022
20+|0.3|0.4|0.4|Malignant|2323|633928705|Female|Anaplastic astrocytoma|2018-2022
20+|~|~|~|Benign/Borderline|~|126069751|Female|Anaplastic astrocytoma|2019
20+|0.4|0.5|0.4|Malignant|575|126069751|Female|Anaplastic astrocytoma|2019
20+|~|~|~|Benign/Borderline|~|126826793|Female|Anaplastic astrocytoma|2020
20+|0.4|0.4|0.4|Malignant|520|126826793|Female|Anaplastic astrocytoma|2020
20+|~|~|~|Benign/Borderline|~|127478443|Female|Anaplastic astrocytoma|2021
20+|0.3|0.3|0.3|Malignant|360|127478443|Female|Anaplastic astrocytoma|2021
20+|~|~|~|Benign/Borderline|~|128301927|Female|Anaplastic astrocytoma|2022
20+|0.2|0.2|0.2|Malignant|237|128301927|Female|Anaplastic astrocytoma|2022
20+|~|~|~|Benign/Borderline|~|109112165|Female|Anaplastic oligodendroglioma|2004
20+|0.1|0.2|0.2|Malignant|186|109112165|Female|Anaplastic oligodendroglioma|2004
20+|~|~|~|Benign/Borderline|~|110320645|Female|Anaplastic oligodendroglioma|2005
20+|0.1|0.2|0.1|Malignant|165|110320645|Female|Anaplastic oligodendroglioma|2005
20+|~|~|~|Benign/Borderline|~|111567226|Female|Anaplastic oligodendroglioma|2006
20+|0.1|0.1|0.1|Malignant|140|111567226|Female|Anaplastic oligodendroglioma|2006
20+|~|~|~|Benign/Borderline|~|112783993|Female|Anaplastic oligodendroglioma|2007
20+|0.1|0.2|0.1|Malignant|162|112783993|Female|Anaplastic oligodendroglioma|2007
20+|~|~|~|Benign/Borderline|~|114027722|Female|Anaplastic oligodendroglioma|2008
20+|0.1|0.2|0.1|Malignant|170|114027722|Female|Anaplastic oligodendroglioma|2008
20+|~|~|~|Benign/Borderline|~|115293599|Female|Anaplastic oligodendroglioma|2009
20+|0.1|0.1|0.1|Malignant|148|115293599|Female|Anaplastic oligodendroglioma|2009
20+|~|~|~|Benign/Borderline|~|116601739|Female|Anaplastic oligodendroglioma|2010
20+|0.1|0.1|0.1|Malignant|136|116601739|Female|Anaplastic oligodendroglioma|2010
20+|~|~|~|Benign/Borderline|~|117835225|Female|Anaplastic oligodendroglioma|2011
20+|0.1|0.2|0.1|Malignant|153|117835225|Female|Anaplastic oligodendroglioma|2011
20+|~|~|~|Benign/Borderline|~|119037075|Female|Anaplastic oligodendroglioma|2012
20+|0.1|0.2|0.1|Malignant|170|119037075|Female|Anaplastic oligodendroglioma|2012
20+|~|~|~|Benign/Borderline|~|120135849|Female|Anaplastic oligodendroglioma|2013
20+|0.1|0.2|0.1|Malignant|154|120135849|Female|Anaplastic oligodendroglioma|2013
20+|~|~|~|Benign/Borderline|~|121272811|Female|Anaplastic oligodendroglioma|2014
20+|0.1|0.2|0.1|Malignant|153|121272811|Female|Anaplastic oligodendroglioma|2014
20+|~|~|~|Benign/Borderline|~|122354244|Female|Anaplastic oligodendroglioma|2015
20+|0.1|0.2|0.1|Malignant|163|122354244|Female|Anaplastic oligodendroglioma|2015
20+|~|~|~|Benign/Borderline|~|123412348|Female|Anaplastic oligodendroglioma|2016
20+|0.1|0.2|0.1|Malignant|171|123412348|Female|Anaplastic oligodendroglioma|2016
20+|~|~|~|Benign/Borderline|~|124381798|Female|Anaplastic oligodendroglioma|2017
20+|0.1|0.2|0.1|Malignant|185|124381798|Female|Anaplastic oligodendroglioma|2017
20+|~|~|~|Benign/Borderline|~|125251791|Female|Anaplastic oligodendroglioma|2018
20+|0.1|0.1|0.1|Malignant|157|125251791|Female|Anaplastic oligodendroglioma|2018
20+|~|~|~|Benign/Borderline|~|633928705|Female|Anaplastic oligodendroglioma|2018-2022
20+|0.1|0.1|0.1|Malignant|628|633928705|Female|Anaplastic oligodendroglioma|2018-2022
20+|~|~|~|Benign/Borderline|~|126069751|Female|Anaplastic oligodendroglioma|2019
20+|0.1|0.2|0.1|Malignant|165|126069751|Female|Anaplastic oligodendroglioma|2019
20+|~|~|~|Benign/Borderline|~|126826793|Female|Anaplastic oligodendroglioma|2020
20+|0.1|0.1|0.1|Malignant|128|126826793|Female|Anaplastic oligodendroglioma|2020
20+|~|~|~|Benign/Borderline|~|127478443|Female|Anaplastic oligodendroglioma|2021
20+|0.1|0.1|0.1|Malignant|117|127478443|Female|Anaplastic oligodendroglioma|2021
20+|~|~|~|Benign/Borderline|~|128301927|Female|Anaplastic oligodendroglioma|2022
20+|0.0|0.1|0.0|Malignant|61|128301927|Female|Anaplastic oligodendroglioma|2022
20+|~|~|~|Benign/Borderline|~|109112165|Female|Astrocytoma, NOS|2004
20+|0.5|0.6|0.5|Malignant|575|109112165|Female|Astrocytoma, NOS|2004
20+|~|~|~|Benign/Borderline|~|110320645|Female|Astrocytoma, NOS|2005
20+|0.5|0.5|0.5|Malignant|564|110320645|Female|Astrocytoma, NOS|2005
20+|~|~|~|Benign/Borderline|~|111567226|Female|Astrocytoma, NOS|2006
20+|0.4|0.5|0.5|Malignant|546|111567226|Female|Astrocytoma, NOS|2006
20+|~|~|~|Benign/Borderline|~|112783993|Female|Astrocytoma, NOS|2007
20+|0.4|0.5|0.5|Malignant|536|112783993|Female|Astrocytoma, NOS|2007
20+|~|~|~|Benign/Borderline|~|114027722|Female|Astrocytoma, NOS|2008
20+|0.4|0.5|0.4|Malignant|494|114027722|Female|Astrocytoma, NOS|2008
20+|~|~|~|Benign/Borderline|~|115293599|Female|Astrocytoma, NOS|2009
20+|0.4|0.5|0.4|Malignant|483|115293599|Female|Astrocytoma, NOS|2009
20+|~|~|~|Benign/Borderline|~|116601739|Female|Astrocytoma, NOS|2010
20+|0.4|0.4|0.4|Malignant|481|116601739|Female|Astrocytoma, NOS|2010
20+|~|~|~|Benign/Borderline|~|117835225|Female|Astrocytoma, NOS|2011
20+|0.4|0.4|0.4|Malignant|469|117835225|Female|Astrocytoma, NOS|2011
20+|~|~|~|Benign/Borderline|~|119037075|Female|Astrocytoma, NOS|2012
20+|0.4|0.5|0.4|Malignant|492|119037075|Female|Astrocytoma, NOS|2012
20+|~|~|~|Benign/Borderline|~|120135849|Female|Astrocytoma, NOS|2013
20+|0.3|0.4|0.4|Malignant|460|120135849|Female|Astrocytoma, NOS|2013
20+|~|~|~|Benign/Borderline|~|121272811|Female|Astrocytoma, NOS|2014
20+|0.4|0.4|0.4|Malignant|504|121272811|Female|Astrocytoma, NOS|2014
20+|~|~|~|Benign/Borderline|~|122354244|Female|Astrocytoma, NOS|2015
20+|0.4|0.5|0.4|Malignant|527|122354244|Female|Astrocytoma, NOS|2015
20+|~|~|~|Benign/Borderline|~|123412348|Female|Astrocytoma, NOS|2016
20+|0.4|0.5|0.5|Malignant|571|123412348|Female|Astrocytoma, NOS|2016
20+|~|~|~|Benign/Borderline|~|124381798|Female|Astrocytoma, NOS|2017
20+|0.4|0.5|0.4|Malignant|525|124381798|Female|Astrocytoma, NOS|2017
20+|~|~|~|Benign/Borderline|~|125251791|Female|Astrocytoma, NOS|2018
20+|0.4|0.5|0.5|Malignant|603|125251791|Female|Astrocytoma, NOS|2018
20+|~|~|~|Benign/Borderline|~|633928705|Female|Astrocytoma, NOS|2018-2022
20+|0.5|0.5|0.5|Malignant|3032|633928705|Female|Astrocytoma, NOS|2018-2022
20+|~|~|~|Benign/Borderline|~|126069751|Female|Astrocytoma, NOS|2019
20+|0.4|0.5|0.4|Malignant|556|126069751|Female|Astrocytoma, NOS|2019
20+|~|~|~|Benign/Borderline|~|126826793|Female|Astrocytoma, NOS|2020
20+|0.4|0.5|0.4|Malignant|531|126826793|Female|Astrocytoma, NOS|2020
20+|~|~|~|Benign/Borderline|~|127478443|Female|Astrocytoma, NOS|2021
20+|0.5|0.6|0.5|Malignant|647|127478443|Female|Astrocytoma, NOS|2021
20+|~|~|~|Benign/Borderline|~|128301927|Female|Astrocytoma, NOS|2022
20+|0.5|0.6|0.6|Malignant|695|128301927|Female|Astrocytoma, NOS|2022
20+|0.0|0.0|0.0|Benign/Borderline|39|109112165|Female|Choroid plexus|2004
20+|~|~|~|Malignant|~|109112165|Female|Choroid plexus|2004
20+|0.0|0.0|0.0|Benign/Borderline|39|110320645|Female|Choroid plexus|2005
20+|~|~|~|Malignant|~|110320645|Female|Choroid plexus|2005
20+|0.0|0.1|0.0|Benign/Borderline|43|111567226|Female|Choroid plexus|2006
20+|~|~|~|Malignant|~|111567226|Female|Choroid plexus|2006
20+|0.0|0.1|0.1|Benign/Borderline|56|112783993|Female|Choroid plexus|2007
20+|~|~|~|Malignant|~|112783993|Female|Choroid plexus|2007
20+|0.0|0.1|0.0|Benign/Borderline|50|114027722|Female|Choroid plexus|2008
20+|~|~|~|Malignant|~|114027722|Female|Choroid plexus|2008
20+|0.0|0.1|0.0|Benign/Borderline|45|115293599|Female|Choroid plexus|2009
20+|~|~|~|Malignant|~|115293599|Female|Choroid plexus|2009
20+|0.0|0.1|0.0|Benign/Borderline|49|116601739|Female|Choroid plexus|2010
20+|~|~|~|Malignant|~|116601739|Female|Choroid plexus|2010
20+|0.0|0.1|0.0|Benign/Borderline|54|117835225|Female|Choroid plexus|2011
20+|~|~|~|Malignant|~|117835225|Female|Choroid plexus|2011
20+|0.0|0.0|0.0|Benign/Borderline|42|119037075|Female|Choroid plexus|2012
20+|~|~|~|Malignant|~|119037075|Female|Choroid plexus|2012
20+|0.0|0.1|0.0|Benign/Borderline|51|120135849|Female|Choroid plexus|2013
20+|~|~|~|Malignant|~|120135849|Female|Choroid plexus|2013
20+|0.0|0.1|0.0|Benign/Borderline|48|121272811|Female|Choroid plexus|2014
20+|~|~|~|Malignant|~|121272811|Female|Choroid plexus|2014
